show_title,language,genres,summary
African Queens,English,"('History',)","<p>From Executive Producer Jada Pinkett Smith comes this documentary series exploring the lives of prominent and iconic <b>African Queens</b>.</p><p>The first season covers the life of Njinga, the complex, captivating, and fearless 17th century warrior queen of Ndongo and Matamba, in modern day Angola. The nation's first female ruler, Njinga earned a reputation for her blend of political and diplomatic skill with military prowess and became an icon of resistance.</p><p>The second season features Queen Cleopatra, the world's most famous, powerful, and misunderstood woman - a daring queen whose beauty and romances came to overshadow her real asset: her intellect.</p>"
Simone Biles Rising,English,"('Sports',)","<p>Follow gymnast Simone Biles as she balances her personal life, mental health journey and training ahead of a highly anticipated return to the Olympics.</p>"
Edgar Rice Burrough's Tarzan and Jane,English,"('Action', 'Adventure', 'Children')",<p>Edgar Rice Burroughs' <b>Tarzan and Jane</b> centers around Tarzan who is found in the jungle as a baby after his parents die in a plane crash and is saved at birth from his airplane injuries by a local medicine man who injected him with various lotions and potions from animal DNA's that we later learn have given him great powers such as the speed of a cheetah and the strength of a rhino. He is raised in the jungle by a gorilla until the age of 15 at which point he is found by an expedition from London paid for by his billionaire grandfather. This is where we meet Jane who is part of the expedition and becomes a very important person in his life and in our story as his equal.</p>
Headspace Guide to Meditation,English,(),"<p>Headspace takes a friendly, animated look at the benefits of meditation while offering techniques and guided meditations to jump-start your practice.</p>"
Roman Empire,English,"('Drama', 'Action', 'History')","<p>This stylish mix of documentary and lavish historical epic chronicles the turbulent, violent reigns of Commodus and Julius Caesar.</p>"
How to Live to 100,English,(),"<p>Jon Snow travels the world visiting communities where residents are living longer and healthier lives, with lower rates of fatal diseases and extra years of good health in old age.</p>"
Appropriate Adult,English,"('Drama', 'Crime')","<p>Dramatisation of the case of serial killers Fred and Rose West, focusing on the way in which they were brought to justice.</p>"
The Puppet Master: Hunting the Ultimate Conman,English,"('Crime',)","<p>In this harrowing docuseries, a cruel conman masquerading as a British spy manipulates and steals from his victims, leaving ruined families in his wake.</p>"
You vs. Wild,English,"('Action', 'Adventure', 'Nature')","<p><b>You vs. Wild</b> is an interactive series, in which viewers are able to show Grylls on expeditions around the world, and have a chance to choose the course of the story in each episode.</p>"
Joe Rogan Questions Everything,English,(),"<p>Life-long unexplained paranormal mystery-addict Joe Rogan ventures into unknown worlds and untapped territories to search for answers to life's most startling theories. Having explored these questions for years on his podcast, Joe now takes his journey to the next level, traveling the country and knocking on any door necessary to find the truth. In his own unique and inquisitive style, Joe will stop at nothing to quench his curiosity for the unknown.</p>"
Married at First Sight,English,"('Romance',)","<p><b>Married at First Sight</b> is an extreme social experiment that follows six brave singles yearning for a life-long partnership as they agree to a provocative proposal: getting legally married to a complete stranger the moment they first meet. Four specialists – sexologist, Dr. Logan Levkoff; psychologist, Dr. Joseph Cilona; sociologist, Dr. Pepper Schwartz; and spiritual advisor, Greg Epstein – create what they believe are three perfect couples, based on scientific matchmaking. The couples will not meet until they walk down the aisle and see each other face-to-face, for the first time, at the altar. Over the course of several weeks, episodes capture each couple's journey as they go from wedding, to honeymoon, to early nesting, to the daily struggle of working on their marriage. After several weeks together, each couple must make a decision: do they remain together or decide to divorce?</p>"
Blossom,English,"('Drama', 'Comedy', 'Family')","<p>The series changed the face of prime-time sitcoms by introducing young audiences to an eccentric teenaged girl from a broken home on the mend. A video blogger predating the Internet, <b>Blossom</b> Russo chronicled the events of her teenage life in full, hilarious and sometimes heartbreaking detail, providing inspiration to youngsters and their families for five very special seasons.</p>"
Madam Secretary,English,"('Drama',)","<p><b>Madam Secretary</b> follows Elizabeth McCord, the shrewd, determined, newly appointed Secretary of State who drives international diplomacy, battles office politics and circumvents protocol as she negotiates global and domestic issues, both at the White House and at home. A college professor and a brilliant former CIA analyst who left for ethical reasons, Elizabeth returns to public life at the request of the President following the suspicious death of her predecessor. The President values her apolitical leanings, her deep knowledge of the Middle East, her flair for languages and her ability to not just think outside the box, but to not even acknowledge there is a box.</p>"
Supergirl,English,"('Drama', 'Action', 'Science-Fiction')","<p><b>Supergirl</b> is an action-adventure drama based on the DC Comics character Kara Zor-El, Superman's (Kal-El) cousin who, after 12 years of keeping her powers a secret on Earth, decides to finally embrace her superhuman abilities and be the hero she was always meant to be.</p>"
Alone,English,"('Adventure', 'Nature')","<p><b>Alone</b> places ten hardcore survivalists alone in the wilderness - no camera crew, no teams, no producers - on a single mission to stay alive. At stake is $500,000 awarded to the person who can last the longest. They will face extreme isolation and psychological distress as they plunge into the unknown, self-documenting their experience.</p>"
Doubt,English,"('Drama', 'Crime', 'Legal')","<p>Sadie Ellis is a brilliant attorney at a boutique firm who starts to fall for her charismatic client, Billy Brennan, an altruistic pediatric surgeon recently accused of murdering his girlfriend 24 years ago. Sadie is hiding her growing feelings from everyone, including her close friend and colleague, Albert Cobb, who thinks he knows everything about her. Working on other cases at the practice is Cameron Wirth, a transgender Ivy League graduate who fights passionately for her clients since she's experienced injustice first hand; Tiffany Simon, a second-year associate who is quickly learning the ropes from Wirth; and Nick, a former felon who earned his degree while serving time. They all consider it a privilege to work for Isaiah Roth, a revered legal lion and ""lefty"" legend, whose approval is their holy grail. Sadie's decision to become involved with her client could put her career, as well as her happiness, at risk if Billy is found guilty, which means she needs to work all the harder to prove reasonable doubt, even if she has some herself.</p>"
The Circle,English,(),"<p>Status and strategy collide in this social experiment and competition show where online players flirt, befriend and catfish their way toward $100,000.</p>"
Gigantosaurus,English,"('Adventure', 'Children', 'Fantasy')","<p>Four little dinos and one BIG Gigantosaurus… learn to dare! Rocky, Bill, Tiny, and Mazu are four young dinosaurs growing up in the Cretaceous period. Life is always an adventure: new volcanoes are popping up all the time, long-necked brachiosauruses and enormous triceratopses roam free, meteor showers light up the night sky and… the big bad Gigantosaurus reigns over it all!</p><p>The mere mention of Gigantosaurus's name is enough to stir a range of conflicting emotions in the four young dinos: fear (Bill), fascination (Rocky), laughter (Tiny), and scientific interest (Mazu). Through the adventures of the young dino heroes, <b>Gigantosaurus</b> reflects the different ways 4-6-year-old children discover the world… and themselves.</p>"
Sense8,English,"('Drama', 'Science-Fiction', 'Thriller')","<p>A group of people around the world are suddenly linked mentally, and must find a way to survive being hunted by those who see them as a threat to the world's order.</p>"
Total Drama,English,"('Comedy', 'Action')","<p>Twenty-two teens have just been sent to the oldest, mouldiest, most beat up, run-down, bug infested summer camp where they'll be forced to endure a summer of leaky cabins, crappy food and increasingly insane challenges. Only one can win - the rest will walk the dreaded Dock of Shame. Tensions will run high, the hook-ups are SO on, and the cameras will be there to catch it all!</p>"
Abby Hatcher,English,"('Comedy', 'Adventure', 'Children')",<p>Seven-year-old Abby Hatcher and her Fuzzly friend Bozzly go on adventures to fix the Fuzzly's problems at her hotel.</p>
Making a Murderer,English,"('Crime',)","<p><b>Making a Murderer </b>chronicles the story of Steven Avery, who spent 18 years in prison for rape and was freed after DNA linked another man to the crime. His release triggered major criminal justice reform legislation, and he filed a lawsuit that threatened to expose corruption in local law enforcement and award him millions of dollars. But in the midst of the civil case, he became the prime suspect in a murder, for which he was convicted and sentenced to life in prison. <i>Making A Murderer</i> examines allegations of police and prosecutorial misconduct, evidence tampering and witness coercion. The series looks at what went wrong in the first case and questions whether scientific advances and legislative reforms over the past three decades have gotten us any closer to delivering truth and justice in the system.</p>"
The Midnight Club,English,"('Drama', 'Horror', 'Mystery')","<p>Inside a hospice for terminally ill teens, members of an exclusive club make a chilling pact: The first to die must send a sign from beyond the grave.</p>"
Tiny Pretty Things,English,"('Drama', 'Romance', 'Mystery')","<p><b>Tiny Pretty Things</b> is set in the world of an elite ballet academy and charts the rise and fall of young adults who live far from their homes, each standing on the verge of greatness or ruin. As Chicago's only elite dance school, the Archer School of Ballet serves as the company school for the city's renowned professional company: City Works Ballet. The Archer School is an oasis for an array of dancers: rich and poor, from north and south, and a range of backgrounds. Yet they all share a rare talent and passion for dance, a loyal sense of community... and when it comes to their dreams, no Plan B.</p>"
The Adventures of Paddington,English,"('Adventure', 'Children')","<p><b>The Adventures of Paddington</b> is a new version of a familiar bear. It's a heartwarming show about being curious, being good to others, and being part of a loving family.</p>"
FROM,English,"('Drama', 'Horror', 'Science-Fiction')","<p><b>FROM</b> unravels the mystery of a nightmarish town that traps all those who enter. As the unwilling residents fight to keep a sense of normalcy and search for a way out, they must also survive the threats of the surrounding forest – including the terrifying creatures that come out when the sun goes down. In season two, hidden truths about the nature and terrifying origins of the town begin to emerge, even as life for its residents is plunged into chaos by the arrival of mysterious newcomers.</p>"
Black Sails,English,"('Drama', 'Action', 'Adventure')","<p>1715. The Golden Age of Piracy. New Providence Island is a lawless territory, controlled by history's most notorious pirate captains. The most feared is Captain Flint.</p><p>As the British Navy returns to redeem their land and exterminate Flint and his crew, another side of him emerges. Captain Flint aligns himself with Eleanor Guthrie, daughter of the local kingpin, to hunt the ultimate prize and ensure their survival.</p><p>Many opponents stand in their way: rival captains, jealous of Flint's power; Eleanor's ambitious and intrusive father; and a young sailor recently recruited onto Flint's crew, John Silver, who constantly undermines his captain's agenda.</p>"
Receiver,English,"('Sports',)","<p><b>Receiver </b>follows five of the NFL's best pass catchers throughout the 2023 season on and off the field: Davante Adams, Justin Jefferson, George Kittle, Deebo Samuel and Amon-Ra St. Brown.</p>"
Glamorous,English,"('Drama', 'Comedy')",<p>From selling makeup at the mall to working at a luxury cosmetics brand for a high-powered model-turned-mogul: Marco Mejia's glow-up is just beginning.</p>
The Good Cop,English,"('Drama', 'Comedy')","<p>In <b>The Good Cop</b>, Tony Sr., a disgraced, former NYPD officer who never followed the rules. He lives with his son, Tony Jr., an earnest, obsessively honest NYPD detective who makes a point of always following the rules. This ""odd couple"" become unofficial partners as Tony Sr. offers his overly-cautious son blunt, street-wise advice on everything from handling suspects to handling women.</p>"
The Imperfects,English,"('Drama', 'Science-Fiction')","<p>The drama revolves around three twenty-somethings who, following an experimental gene therapy, are turned into monsters who band together to hunt down the scientist responsible and force him to make them human again.</p>"
October Faction,English,"('Drama', 'Horror', 'Supernatural')","<p><b>October Faction</b> follows globetrotting monster hunters Fred and Deloris Allen who, after the death of Fred's father, return to their hometown in upstate New York with their teenage children Geoff and Viv. As the family adjusts, Fred and Deloris must hide their identities as members of a secret organization, and our heroes quickly discover that their new small-town setting isn't as idyllic as it seems.</p>"
Ancient Aliens,English,(),"<p><b>Ancient Aliens</b> explores the controversial theory that extraterrestrials have visited Earth for millions of years. From the age of the dinosaurs to ancient Egypt, from early cave drawings to continued mass sightings in the US, each episode in this hit History series gives historic depth to the questions, speculations, provocative controversies, first-hand accounts and grounded theories surrounding this age old debate. Did intelligent beings from outer space visit Earth thousands of years ago?</p>"
Surviving Paradise,English,(),"<p><b>Surviving Paradise </b>Twelve contestants think they are going to have the summer of their lives, living the life of luxury in a clifftop, oceanside villa. What they don't know is that they'll have to start with nothing, living in the woods without any lavish amenities. Through friendships and alliances, they'll team up to fight their way into the villa for a chance at the $100,000 grand prize.</p>"
The Disappearance of Madeleine McCann,English,"('Crime', 'Mystery')","<p>In 2007, a family's relaxing vacation at a Portuguese resort morphs into a nightmare when one of the children disappears from her bed. The documentary takes a detailed look at the disappearance of 3-year-old Madeleine McCann, who vanished while on holiday with her family.</p>"
Slasher,English,"('Horror', 'Thriller', 'Mystery')","<p><b>Slasher</b> is a Canadian-American horror anthology series in which each season sees a new rampaging serial killer leave carnage in their wake as their next victims fight to stay alive. From a quiet town to a former summer camp, dark secrets are unearthed as the past refuses to die. As the body count rises, those remaining alive must figure out how to protect themselves from a killer who wants nothing more than make them suffer for their sins.</p><p>Each season features completely new story unrelated to other seasons, keeping you guessing who the killer is and who is going to be left alive in the end.</p>"
Big Tree City,English,"('Comedy', 'Action', 'Children')",<p>A team of animal heroes with special skills and speedy vehicles work together to keep Big Tree City safe and solve the town's trickiest problems.</p>
Dirty John,English,"('Drama', 'Crime', 'Thriller')","<p><b>Dirty John</b> is an anthology series, based on epic true tales of love gone wrong.</p>"
Summer House,English,(),"<p>When a group of beautiful and successful New Yorkers leaves the comforts of the Big Apple behind to party the summer away in their home away from home, nothing is off limits. Bravo's new series<b> Summer House</b> takes the beach town of Montauk, New York by storm, while following a group of nine friends who make the exclusive enclave their go-to party spot between Memorial Day and Labor Day — that is, when they're not hustling at their day jobs. You could say they work hard and party way harder.</p>"
Delhi Crime,English,"('Drama', 'Crime')","<p>Following the police force as they investigate high-profile crimes in Delhi, this series has seasons inspired by both real and fictional events.</p>"
Carl Weber's The Family Business,English,"('Drama', 'Crime', 'Thriller')","<p>Meet the Duncans, a prominent family from Jamaica, Queens living fast and luxurious. By day, they're an upstanding family; by night, they live a dangerous secret life. The patriarch of the family, L.C. Duncan, is at the age when he's starting to think about retirement and has to decide which of his children should take over his thriving exotic car dealership. The Duncans quickly come under siege from some of the top politicians, mafia and drug cartels in the city. The Duncans will have to stick together or die separately.</p>"
"Tiger King: Murder, Mayhem and Madness",English,"('Crime',)","<p>A rivalry between big cat eccentrics takes a dark turn when Joe Exotic, a controversial animal park boss, is caught in a murder-for-hire plot in this limited docuseries where the only thing more dangerous than a big cat is its owner.</p>"
Dirk Gently's Holistic Detective Agency,English,"('Comedy', 'Science-Fiction', 'Mystery')","<p>Corpses—cops—trap—cult—assassins—Pararibulitis—vampires—lottery ticket—kitten—corgi—<i>Everything is connected!</i></p><p>Welcome to the world of <b>Dirk Gently's Holistic Detective Agency</b>; a trippy mystery that thrusts a reluctant sidekick into the bizarre world of an unconventional detective who believes in the interconnectedness of all things. When washed-up rocker Todd Brotzman stumbles upon the murder scene of a millionaire, all hell breaks loose. Eccentric detective, Dirk Gently, wholly believes they're destined to untangle the peculiar events surrounding the mystery together, whether Todd likes it or not! A collection of wild and dangerous characters' further infiltrate and complicate their world, each episode landing them a few random steps closer to uncovering the truth.</p><p>The series is an adaptation of the wildly popular novels by Douglas Adams.</p>"
Florida Man,English,"('Crime', 'Thriller', 'Mystery')",<p>A disgraced cop in debt is forced to return to his home state of Florida for a shady mission only to get swept up in a wild — and deadly — treasure hunt.</p>
Big Timber,English,(),<p>A no-nonsense logger and his loyal crew battle brutal elements and finicky machines to chop and transport valuable lumber on Vancouver Island.</p>
Rise of Empires: Ottoman,English,"('Drama', 'War', 'History')","<p>Using a blend of scripted and documentary elements, <b>Ottoman</b> tells the story of Mehmed II, aka Mehmed the Conqueror, 15th century reign of Ottoman ruler.</p>"
The Golden Hour,English,"('Drama', 'Medical')",<p>A medical drama based on a team of specialist trauma staff. <b>The Golden Hour</b> refers to the hour immediately following a serious injury and is the most critical period in the victim's survival.</p>
A Confession,English,"('Drama', 'Crime')","<p><b>A Confession</b> tells the story of how Detective Superintendent Steve Fulcher deliberately breached police procedure and protocol to catch a killer, a decision that ultimately cost him his career and reputation.</p>"
Close to Home,English,"('Drama',)","<p>Returning from maternity leave, Deputy Prosecutor Annabeth Chase learns how to balance her nearly-perfect conviction record with a new boss and adjusting to life as a wife and mother in Indianapolis.</p>"
The Who Was? Show,English,"('Comedy', 'Music', 'History')","<p><b>The Who Was? Show</b> is a mixture of comedy and history and will feature key leaders, innovators and creative trendsetters while placing historical figures into context for today's children. Each episode will showcase an assortment of live-action, animated shorts, improvisations, sketches, musical performances and guest appearances.</p>"
Friends Like Her,English,"('Drama',)","<p>The psychological drama, written by Sarah-Kate Lynch, explores a friendship that turns toxic when a surrogacy deal goes wrong between two best friends who are facing very different futures in Kaikoura when the town is already divided by a catastrophic earthquake.</p>"
WWE Culture Shock with Corey Graves,English,"('Travel',)","<p>In <b>WWE Culture Shock with Corey Graves</b>, Corey Graves, a former NXT wrestler who recently retired from the sport, visits some unique locations to provide his 10 minute perspective.</p>"
Son of a Critch,English,"('Comedy',)","<p>Based on the award-winning, best-selling memoir from Mark Critch. This new original comedy is the hilarious and very real story of 11-year-old Mark coming of age in St. John's, Newfoundland in the 80s. It's a heartfelt window into the life of a child – much older inside than his 11 years – using comedy and self-deprecation to win friends and connect with the small collection of people in his limited world.</p>"
Still Game,English,"('Comedy',)",<p>Comedy in which lifelong friends cope with everything modern life has to throw at them.</p>
The Legend of Korra,English,"('Action', 'Adventure', 'Fantasy')",<p>Avatar Korra fights to keep Republic City safe from the evil forces of both the physical and spiritual worlds.</p>
Kipo and the Age of Wonderbeasts,English,"('Adventure', 'Children', 'Fantasy')","<p>After spending her entire life living in an underground burrow, a young girl named Kipo is thrust into an adventure on the surface of a fantastical post-apocalyptic Earth. She joins a ragtag group of survivors as they embark on a journey through a vibrant wonderland where everything trying to kill them is downright adorable.</p>"
Monsters Inside Me,English,(),"<p>These days, we're faced with the atrocious fear of viruses like Ebola because we've seen it cross our borders. But there's more than Ebola out there. Prepare to be shocked, disgusted and afraid... very, very afraid. An organism could be inside you, feeding on you or infecting you at this very moment! A parasitic, bacterial, viral or fungal attack is like a tumultuous roller coaster within the body that can take terrifying - sometimes deadly - twists and turns. <i>H</i>ost/biologist Dan Riskin provides scientific perspective throughout this 10-part series that vividly recounts the stories of people tormented by sinister creatures that have invaded their bodies.</p>"
The Sons of Sam: A Descent into Darkness,English,"('Crime',)","<p>Directed by Joshua Zeman, the series revisits the infamous string of murders that shook New York City in the late Seventies but also explores the argument that David Berkowitz wasn't a lone killer. To that end, the series delves into the work of journalist Maury Terry, who became convinced Berkowitz hadn't acted alone and spent decades trying to prove it.</p>"
Llama Llama,English,"('Adventure', 'Children')","<p>Beloved children's book character Llama Llama springs to life in this heartwarming series about family, friendship and learning new things.</p>"
Evil Genius,English,"('Crime',)","<p>For centuries, brilliant minds have changed and shaped the world. But when genius is used for evil, the results are some of the most twisted, inventive, and outrageous crimes in history.</p><p>This is a show about how bad things work not things working badly; the inner-workings and process behind all the stuff that's against the law. Think of it as Modern Marvels for black market, smuggling, drugs, gangs, and other crime and vice.</p>"
Robbie Williams,English,"('Music',)","<p>Over the course of more than 30 years that he's been in the limelight, Williams has hit high highs and low lows. The series will follow those ups and downs — and the media scrutiny that already dogged Williams throughout his career. From his struggles with addiction to his recovery, his breakup with Take That to their reunion, the documentary will use new interviews and peeks into Williams' 25-year archive to delve deep into the heart and soul of a pop star.</p>"
Scott Pilgrim Takes Off,English,"('Comedy', 'Action', 'Anime')","<p>Scott Pilgrim meets the girl of his dreams, Ramona Flowers, only to find out her seven evil exes stand in the way of their love.</p>"
Inside the World's Toughest Prisons,English,"('Crime',)","<p>Investigative journalists become voluntary inmates in the world's most volatile prisons, where intimidation and brutality rule.</p>"
The Healing Powers of Dude,English,"('Comedy', 'Family')","<p>11-year-old Noah Ferris is struggling with a social anxiety disorder that can make the simplest everyday activities feel like he's drowning in quicksand. But after years of homeschooling, Noah bravely decides that he wants to give middle school a chance and perhaps even make some friends he's not related to. To help him navigate his new environment, his parents get Noah a scruffy, high-energy emotional support dog called Dude. While Dude's a novice with a short attention span and a distracting obsession with treats, what he lacks in experience, he makes up for in charm, spunk and wanting the best for Noah. If this unlikely pair can find a way to overcome their differences and work together, they may just survive everything from wisecracking pre-teens to a cat-obsessed school principal and make it through the school year.</p>"
Missing,English,"('Drama', 'Action', 'Thriller')","<p>Becca Winstone learns that her son, Michael, disappears while studying abroad, and it's a race against time when she travels to Europe to track him down. A surprising turn of events reveals just how far one mother will go to protect her family. Exotic locations and thrilling twists will keep you riveted in <b>Missing</b>. How far would you go to save the only thing you have left in the world? At 8 years old, Michael watched as his father, CIA Agent Paul Winstone, was murdered. Now 10 years later, Paul's wife, Becca, is faced with the reality of her son growing up. When Michael is afforded the opportunity to study abroad, his mother reluctantly agrees it's time to let him go. Just a few weeks into his trip Michael disappears, and Becca immediately suspects foul play. When she arrives in Rome, she begins piecing together the clues left behind. It isn't long before the kidnappers realize they've picked a fight with the wrong woman. Becca Winstone has a secret of her own -- before Paul's death, she was also a lethal CIA Agent. But if she wants to find her son alive, Becca will have to rely on old friends and reopen old wounds. Her resourcefulness, skill and determination will be put to the test - but a mother's love knows no limits.</p>"
SPRINT,English,"('Sports',)","<p>Elite sprinters navigate training, media scrutiny and fierce competition in this sports series following their race to become the world's fastest humans.</p>"
Escaping Twin Flames,English,(),"<p>A couple lured romantic hopefuls with promises of a soulmate and pressured them to conform to their beliefs. Now, their shocking practices are revealed.</p>"
Mysteries of the Faith,English,"('History',)",<p>Unexplainable healing. Portents of disaster. Can holy artifacts perform miracles? Listen to the passionate stories of faithful followers who believe so.</p>
The Pembrokeshire Murders,English,"('Drama', 'Crime')","<p>In <b>The Pembrokeshire Murders</b>, the story centers around two unsolved double murders from the 1980s. In 2006, newly promoted Detective Superintendent Steve Wilkins decided to reopen both cases. Employing pioneering forensic methods, Wilkins and his team found microscopic DNA and fibres that potentially linked the murders to a string of burglaries committed in the 80s and 90s. The perpetrator of those robberies was nearing the end of his prison sentence, but if Steve Wilkins was right, he was also a serial killer. Could Steve and his team find enough forensic evidence to charge their suspect before he was released to potentially kill again?</p>"
The Manhattan Alien Abduction,English,"('Supernatural',)",<p>A woman claims to have been abducted from her bedroom in Manhattan. This docuseries explores whether it was an elaborate hoax — or proof of alien life.</p>
The Vince Staples Show,English,"('Drama', 'Comedy')","<p>Kind of famous and sort of rich, rapper and actor Vince Staples navigates the challenges and surprises of everyday life in his hometown of The Beach.</p><p> </p>"
StoryBots Super Songs,English,"('Children', 'Music')","<p>Characters from the popular StoryBots apps for early childhood education give musical lessons on math, science, history, behaviors, emotions and more.</p>"
Murder on the Internet,English,"('Crime',)","<p>True crime documentary series looking at the dangers of online dating, told through police archive and interviews with friends, families, police, lawyers, psychologists and dating experts.</p>"
Bill Burr Presents Immoral Compass,English,"('Comedy', 'Thriller')","<p>An outrageous psychological thriller exploring how far ""normal"" people will go to get what they desire – but with unpredictably, inevitable consequences following as the story unfolds. Based on Tyler Falbo's digital shorts.</p>"
The Son,English,"('Drama', 'Action', 'Western')","<p><b>The Son</b>, from writers/producers Philipp Meyer, Lee Shipman &amp; Brian McGreevy and producer Michael Connolly, is a multi-generational epic telling of the story of America's birth as a superpower through the bloody rise and fall of one Texas oil empire.</p>"
Come to Papa,English,"('Comedy',)","<p><b>Come to Papa</b> is an aspiring comedy about a news reporter, who works for a large newspaper in New Jersey, and struggling to become a comedy writer.</p>"
Eve,English,"('Drama', 'Adventure', 'Science-Fiction')",<p><b>Eve</b> is the star of a brand new sci-fi drama from CBBC. She's no ordinary girl – Eve is the result of an incredibly advanced robotics experiment.</p>
Ugly Betty,English,"('Drama', 'Comedy')","<p>Smart but wholesome Betty embraces her unique appearance and independent attitude in the cutthroat world of New York fashion. It's amazing how Betty can stay true to herself, no matter how much drama the fashionistas throw her way. With the help of her proud yet far-from-glamorous family from Queens, Betty will continue to have big dreams and deal with any obstacle in her own unique style.</p>"
The Real Housewives of Beverly Hills,English,(),"<p><b>The Real Housewives of Beverly Hills</b> offers a glimpse inside the world of luxurious wealth and pampered privilege, where being seen and who you know is everything. These women are in the center of it all and they have the mansions, the cars, and the diamonds to prove it. From heiresses to entrepreneurs to a family of child actresses - they deliver the star power and the drama.</p>"
DC's Legends of Tomorrow,English,"('Drama', 'Action', 'Science-Fiction')","<p>When heroes alone are not enough... the world needs legends. Having seen the future, one he will desperately try to prevent from happening, time-traveling rogue Rip Hunter is tasked with assembling a disparate group of both heroes and villains to confront an unstoppable threat - one in which not only is the planet at stake, but all of time itself. Can this ragtag team defeat an immortal threat unlike anything they have ever known?</p>"
Peter Rabbit,English,"('Children',)","<p><b>Peter Rabbit</b> is a fictional anthropomorphic character in various children's stories by Beatrix Potter. He first appeared in <i>The Tale of Peter Rabbit</i> in 1902 and subsequently in five more books between 1904 and 1912. Spinoff merchandise includes dishes, wallpaper, and dolls. He appears as a character in a number of adaptations. Nick Jr. brings treasured literary icon Peter Rabbit to life with the new CG-animated preschool series, Peter Rabbit. The series is a fresh re-imagining of the popular Beatrix Potter children's books based on Peter Rabbit. Peter Rabbit features educational goals that encourage preschoolers to learn problem-solving and interpersonal skills, self-efficacy, resilience, positive re-framing and fostering an interest in and respect for nature.</p>"
Six Feet Under,English,"('Drama', 'Comedy')","<p>When death is your business, what is your life? For the Fisher family, the world outside of their family-owned funeral home continues to be at least as challenging as--and far less predictable than--the one inside on <b>Six Feet Under</b>.</p>"
The Millionaire Matchmaker,English,(),"<p>Bravo Media rolls out the red carpet for a slew of celebrity and Bravolebrity guests when The Millionaire Matchmaker returns. Patti Stanger is shaking things up this season with fresh methods, a new team and dozens of celebrities appearing as daters, experts and Patti's co-conspirators. <br /><br />This season, Patti is back like you've never seen her before with a new bag of tricks to find love for her successful and high-profile clients. Her guidance leads to a surprise on-screen proposal, but can she use her expertise to help the couple seal the deal? Patti's clients and experts are a ""who's who"" of Hollywood ranging from music artist Rozonda ""Chilli"" Thomas of TLC to famed television personality and designer Kristin Cavallari. Bravolebrities will also make appearances at The Millionaires Club including Reza Farahan, Caroline Manzo, Sonja Morgan and more. <br /><br />Patti has a dream team of new and familiar faces to help her roll up her sleeves and return to her matchmaking roots. David Cruz returns as Patti's Director of Matchmaking with new staffer Candace Smith who will serve as the Director of Recruiting.</p>"
Daniel Tiger's Neighborhood,English,"('Comedy', 'Children', 'Fantasy')","<p><b>Daniel Tiger's Neighborhood</b> is a animated program for preschoolers ages 2 to 4 which builds on the pioneering PBS series, Mister Rogers' Neighborhood. This new series, for a new generation of children, tells its engaging stories about the life of a preschooler using musical strategies grounded in Fred Rogers' landmark social-emotional curriculum. Through imagination, creativity and music, Daniel and his friends learn the key social skills necessary for school and for life.</p>"
Deadliest Catch,English,"('Action', 'Adventure', 'Nature')","<p>It's the deadliest job on earth: crab fishing off the Alaskan coast on the icy Bering Sea. These adventurers will battle Arctic weather, brutal waves, and a ticking clock for big money in this modern-day gold rush from which they may never return.</p>"
Some Assembly Required,English,"('Comedy', 'Children')","<p>14-year-old Jarvis Raines (Kolton Stewart) is an average teenager who becomes a boss overnight after he sues a toy company over a defective chemistry set that blows up his house. Jarvis' first act as CEO of Knickknack Toys is to recruit a diverse group of kids from his high school to help him run the company. Usually something backfires when they are trying to develop a new toy. Before the end credits there are usually advertisements showing Knickknack Toys' newest products, which are shown or often invented in said episode.</p>"
Top Chef,English,"('Food',)","<p><b>Top Chef</b> is a competition show in which chefs competing against each other in various culinary challenges, judged by the team of professional chefs and notable people from food industry.</p>"
The Final Table,English,"('Food',)","<p><b>The Final Table</b> is a global culinary competition show featuring the world's most talented chefs fighting for a spot at the elite, Final Table made up of the greatest chefs from around the globe. The series features 12 teams of two chefs from around the world cooking the national dishes of Mexico, Spain, England, Brazil, France, Japan, the U.S., India and Italy. Each episode focuses on a different country and its cuisine, with celebrity ambassadors, food critics and the country's greatest chef eliminating teams until the finale. In that last episode, only one of our competing chefs will win a place at the Final Table.</p>"
Magi-Nation,English,(),
Hitler's Circle of Evil,English,"('Drama', 'War', 'History')","<p>This is the story of the rise and fall of the Third Reich told like the drama it really was: through the personal relationships of the movers and shakers of the most evil regime in history.</p><p>They were Hitler's henchmen—the small gaggle of misfits, careerists and fanatical Nazis who had the ear of the Fuhrer. Those whose job it was to make his brutal vision a reality. Men like ex-chicken farmer and leader of the SS—Heinrich Himmler, Hitler's adoring but mentally unhinged deputy—Rudolf Hess, fighter ace turned morphine addict—Herman Goering and sex-crazed propaganda chief—Josef Goebbels. As they scrabble for power, they will turn on each other in a murky atmosphere of intrigue, betrayal and murder.</p>"
Call the Midwife,English,"('Drama', 'Medical')",<p>Drama following the lives of a group of midwives working in the poverty-stricken East End of London during the 1950s &amp; decades following.  Based on the best-selling memoirs of Jennifer Worth.</p>
